tweet,brand,sentiment,brand_presence
@robertceagle i hate you and your &quot;i get to listen to music&quot; fridays. i can't even use google at work ,google,0,1
"@richardquest Bust at COLLEGE, 2 finals on a Saturday morning  Ruins an untimely trip to the mountains.",nobrand,0,0
Jer's starbucks is closing today. So sad. ,starbucks,0,1
Is rather tyrd now ,nobrand,0,0
Demn! Batre Apple Remote abis ,apple,0,1
I haz iPhone 3GS but home internet is down ,nobrand,0,0
"Going to wal-mart for the first time in 3 months. Ah, I can't help but support the unethnical place because it sells everything I need! ",walmart,0,1
Goin back to work ,nobrand,0,0
@joe_bevis nope  check ND facebook though,facebook,0,1
Missin' them already! ,nobrand,0,0
- at the apple store again today because Jonathan did not wake up early and now needs his phone. ,apple,0,1
I just want to go hooooooooooooooooooooooooooooooooome  It's a FRIDAY!!! (still at work. BLAH!) #fb,nobrand,0,0
Trying to come up with something worth saying to say.. This will have to do since Facebook is blocked at work ,facebook,0,1
wow summer all ready sucks its raining  i need the sun,nobrand,0,0
Amazon sez the UK release date for I'm Going Away is the 24th of August. No fair ,amazon,0,1
"Any of you guys lucky enough to get the #iPhone #3GS? I'm not eligible until Jan, so I'm waiting until the 4th gen next June. ",nobrand,0,0
"@Delphine1974  I'm sorry. Waiting sucks!!!! FWIW, I couldn't even get in the Apple store today because I wasn't buying and iPhone.",apple,0,1
@rootbeersoup When do you leave?  Did you get your window seat?,nobrand,0,0
"According 2 a source, if I wanna watch Bao Chunlai 2morrow I've 2 watch directly in senayan cause sony &amp; taufik will meet 2mrrw ",sony,0,1
Just got new glasses.. WïW...it will take time to get used to new prescriptions. ,nobrand,0,0
"If it took Apple 3 versions to get the iPhone right, is Apple the new Microsoft? Say it ain't so ",apple,0,1
@MasqueradeDiva3 probably just one big bacterial infection. ,nobrand,0,0
My trip to the Apple store ended in failure. The line was too long for me to stand in during my lunch break. ,apple,0,1
Stockton summers give me headaches and bouts of depression  italia on Wednesday!,nobrand,0,0
is bummed...crocs.com sent me someone else's shoes...no Disney crocs for Disney...  http://plurk.com/p/129nec,disney,0,1
@Shadoow_ but why? .. ich hab gedacht es ist wieder alles okay? ,nobrand,0,0
Yes I have a facebook and not one friend  but I guess myspace was lame,facebook,0,1
@BADDESTnLA what about meeeee!!! ,nobrand,0,0
@Forever21_tweet I can't add The Skinny to my Google Reader. ,google,0,1
My bantu knot out did not come out right at all. Putting my hair up anyway.  Another style that is beyond me.,nobrand,0,0
The pharmacy line at walmart is worse than the checkout lines! ,walmart,0,1
First semi-post-cold run.  Lungs=pain.  ,nobrand,0,0
@Jeeverz yeah. I applied a few times for google voice but they didn't love me back ,google,0,1
"Word, work in an hour. ",nobrand,0,0
@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!,amazon,0,1
@Vain_Fame  Left me in the cold...,nobrand,0,0
@anoth3rillusion oh no! that totally blows  buy a camera at walmart and then return it at the end of your vacay!,walmart,0,1
Bored at home  any ideas?,nobrand,0,0
Missin my baby apple I hope everything is ok ,apple,0,1
Downloading something and it went from 100. kb/s to 1.5 kb/s    how does that even happen? &lt;---( rhetorical question),nobrand,0,0
@shamir I just don't know what to post  Almost no one looks at them. Do you know if there's a way to import my facebook pics to flickr?,facebook,0,1
Today is the first day of my kids summer vacation and I woke up with the flu. Total bummer! ,nobrand,0,0
Arghhh google chrome crashed  damn you matt dallas,google,0,1
I've just spent an hour cooking tea and now my appetite has gone. I hate this ,nobrand,0,0
"With heavy heart, and I've avoided it all day, but can avoid it no longer  time to google Formula 1 news.  ",google,0,1
@LinearSoulChild I don't want to talk about it  Congrats on getting yours though. Please post photos of the gig!,nobrand,0,0
"The UPS man 2+ hours late compared to his usual drop off.  Of course, b/c I am waiting for MY stuff.  Amazon didn't come today either ",amazon,0,1
...and hes gone.  &lt;3,nobrand,0,0
managed to go town on tues and not buy a starbucks or anything from primark majorly skint ,starbucks,0,1
Ok... It's wayyy too hot for walking up kennesaw mtn.  what else can I do? Hmmm,nobrand,0,0
@gaylondon Absolutely they'll have clout... That sucks so much. I feel bad for you that Apple screwed you around. ,apple,0,1
@systemchildren hii sarah! do you know why is Lisa crying?? ,nobrand,0,0
In line at &quot;The Grove&quot; Apple Store. They might run out   http://twitpic.com/7ttrd,apple,0,1
"@trevordelaney You'll be great, Trevor, just like you were here. It totally sucks for us, though. ",nobrand,0,0
@Praed unfortunatley wife is on facebook and am unable to get on ,facebook,0,1
I going to work.  I really don't want to.,nobrand,0,0
"@ChaosSmurf Well I'm trying to install it on a freshly formatted partition, but it tells me it can't copy the files. Google is no help ",google,0,1
"bored, not working on my essay or my monologues. this is gonna be a very long weekend ",nobrand,0,0
watching Disney movies makes me miss Disneyland ,disney,0,1
"@ozman51 you are soo mean  the wierd thing is, we're arguing but im a HUGE pens fan. like, you cant even imagine lol &amp; im not from there",nobrand,0,0
@mareveltempura hahah well I don't really like the apple store either  They &quot;fixed&quot; my laptop a month ago and it isn't working again,apple,0,1
Wipet_2009 #twitspam promoting violence ,nobrand,0,0
 has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x,facebook,0,1
Should've went back to jersey w/ mushi instead of being stuck in crappy boston weather ,nobrand,0,0
 joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.,disney,0,1
"@Mercedes_J mine does all the time, its a piece of shit ",nobrand,0,0
"ok, stunble won't work with google chrome ",google,0,1
@mcsc2008 @manyafandom Add my Le Sigh to y'alls. No sitter and no cash!  Woo is me.,nobrand,0,0
@DawnOfMinstrel I miss the apple and cinnamon ice cream from Ben&amp;Jerry's. ,apple,0,1
This day sucks so far.. nothin could cheer me up now   ,nobrand,0,0
Couldn't apple make a update to the iPhone 3G to take video. I don't want to buy the iPhone 3GS ,apple,0,1
"Need window screens. 530am now. Went to bed at 11pm. No sleep, itchy bug bite swelling allergy! Have to go to work in 4 hours! ",nobrand,0,0
Discovered my house was on Google Street View. Was garbage day and neighbor and I have piles of yard waste at curb. ,google,0,1
@MoovK he broke a claw. Came down on it wrong ,nobrand,0,0
@furan Now if only Sony could learn to do that ,sony,0,1
@piano_gal_79 They changed the sign!!! ,nobrand,0,0
Apple store n Coconut Point was w/out AC all day &amp; all employees had 12 hr shifts 4 iphone release  hsb @SteveShematz is feelin it ,apple,0,1
Was hoping to get BBQ and new camera this weekend documented fun and burgers ;) looks like neither will happen until next week though ,nobrand,0,0
@thepostergirl omg i was trying to send you the names before noon but i couldnt use my facebook at work ,facebook,0,1
@linda_astersage cool tip on the packing tape. i was cursing mine the other day ;) hate sending a pckg with wrinkled tape ,nobrand,0,0
@KellanLutz5 Whats Greenes site? Everyone's getting booted from the one's I know. I can't get on facebook either to get it!! ,facebook,0,1
@LucyGoodwright Arghhh am lonely &amp; bored &amp; wanna go on msn &amp; talk !!!!  LOVE YOU XXXX,nobrand,0,0
@sugarlandmusic we were second to starbucks  slow down on the clues so we can get back!,starbucks,0,1
Crap. YouTube is down ,nobrand,0,0
"New phone number, check out my facebook if you need it. Bye 847 ",facebook,0,1
"@_Janet_ We don't have to I won in the end, LOL we're watching 8 out of 10 cats though.  wanted to watch film, but can't see any  I fancy",nobrand,0,0
@gckennedy but it's not tied to my Google account... does it know my friends? One more acct to manage ,google,0,1
@oxchris That's life I'm afraid ,nobrand,0,0
No iPhone for me for another two weeks...thanks AT&amp;T But apple will send me a case that will be here on Tuesday... #applefail #attfail ,apple,0,1
@Thud_Hardbutt you found a pic of me ,nobrand,0,0
Facebook isn't working! WHYY. ,facebook,0,1
 Sent via BlackBerry from T-Mobile,nobrand,0,0
Really want some ice cream. All I have is an apple and 2 oranges ,apple,0,1
do I spend 100 dollars on a train ticket home for a DAY or do I let Ben end our friendship because I missed his party... decisions.  ,nobrand,0,0
"@beejiveim why can't Apple release apps, that take huge advantage of PNS. I hit the search for updates nearly a thousand times ",apple,0,1
@indie_eire I'm gutted that Rafa won't be there.  Doesn't seem the same to me. ,nobrand,0,0
@cfdj71 I was going to pop in to the Apple store today and check it out but didnt have time. Ill pop in on Monday. I want one ,apple,0,1
i wish i was a celeb  love love love the bezz theaâ¥ princess protection programme was goood ahhhh :'),nobrand,0,0
so i just got an iphone a few months ago and today apple decided to release a new one with video recording in it!  just my luck!,apple,0,1
I freaking cut open my foot! I think my new shoes are cursed ,nobrand,0,0
On my way to the airport  only Twitter and Facebook to contact me while I'm there. My phones gonna be off,facebook,0,1
@ladygoodman_x Awwww... I hate hearing that ,nobrand,0,0
why is facebook not working ,facebook,0,1
Morning...I don't wana get up ,nobrand,0,0
@mtwinand HOLLAAAAA Mom wont go to the apple store with me to get the new phone ,apple,0,1
@speedbump78 Oh that sucks  I'm sorry. Can you just *not*?,nobrand,0,0
I can't wait for my new iPhone! Where the heck is my confirmation!  I shouldve just waited and bought from the NY Apple store.,apple,0,1
@sangel sorry we missed.. had not a minute to call you ,nobrand,0,0
@NVgoldrush12  i thought i had enough on my account and when i try to buy it wouldn't let me  so whenever i go to walmart i'll get ano ...,walmart,0,1
@KelSpencer  but I'll let you slide since you have a show and don't have time to fiddle with this nonsense...,nobrand,0,0
Apparently there is something wrong with the headphone Jack on my iPhone. Heading to the apple store for a diognosis ,apple,0,1
"@zanydude That's ok, i'm on the bubbly and no one wants to share the last bottle ",nobrand,0,0
"@Oh_Ken what a pity. i had a walmart around the corner, but every walmart in germany closed down ",walmart,0,1
Today was the last day of work(work @ elementary school)   I'm gonna miss my bad lil demons....,nobrand,0,0
Sad I missed the Google wave hackathon in Sydney ,google,0,1
@alyze Sitting here in this humid fucking house.  You?,nobrand,0,0
the fuck? NOOO  sony won't save my new videooo,sony,0,1
My boyfriend aint called or txtd 2day ... Sad face  *LO(Im)VE,nobrand,0,0
Walkn into tha Apple Store kuz my bitch ate my mac plug  grrr puppies lol,apple,0,1
"@jepcke you got it on the nose! Of course they shoot the messenger.  Reformatted drive, upgrade system software, legal software licensing.",nobrand,0,0
Super nice apple peeps serving snacks &amp; drinks (nonalcoholic) in line but no MBP service 4 me today  #squarespace,apple,0,1
helping trina move. she's goinggg to atlantaa ,nobrand,0,0
@jamesspeedy Yup! Finally got me some 3GS lovin' at the Fido kiosk.  Apple store got a bad shipment of phones ,apple,0,1
@iamtheplague AWWWW shit! Hahaha fail I have at&amp;t ,nobrand,0,0
I wish I could reply to my facebook status easily on my crackberry.  I wish you all were here too!,facebook,0,1
@riandawson http://twitpic.com/7udpl - I use to eat those all the time back in Massachuesetts! But they don't sell it here in Spain  S ...,nobrand,0,0
#dontyouhate when you can't curse on your Facebook page cause you know auntie's gonna read it and tell grandma.  And ur over 35.,facebook,0,1
"@Famous_Twit Very sweet. My heart goes out to the parents, tho. ",nobrand,0,0
"@hivebrain oh no! I've heard it's not 100 at a time, but 100 forever including any you deleted.  See if Apple can help?",apple,0,1
"@JessLalonde from reading your tweet, i don't think i have to watch... ",nobrand,0,0
I wish Apple would hurry up and approve @beejiveim but my guess is that they are deliberately delaying IM apps that use the push service ,apple,0,1
@deandrea not without u! ,nobrand,0,0
ran out of apple juice  what am i to do?,apple,0,1
@yelyahwilliams I have sinusitis :S ,nobrand,0,0
The iPhone is back in action with an Apple approved firmware.  Boooo ,apple,0,1
@MartinOrton I tried Tweetdeck once and didn't really like it - I like the web it's just that the icons are gone ,nobrand,0,0
@bigepaz BTW- I decided to wait till next year for a new iPhone   I'm Apple comes out with a table/netbook thingy to spend my $$ on..,apple,0,1
@DIVACANDICEM Don't GO.  Thank you for everything! &lt;3,nobrand,0,0
"@ClassicE i wish this was on my phone, cause thn i would be  lol! You know facebook is my world!",facebook,0,1
The love is baaad  I  can't stay without you!,nobrand,0,0
@eldade @openhebrew did you guys figure out how to fix caller id? Apple seems to have changed this since 2.2 ,apple,0,1
can't sleep because I'm not tired ,nobrand,0,0
This whole iPhone business is making me crazy!!! Have to go back to the Apple store ,apple,0,1
@akorittko @hardy_har_har that's what happens when my dumb ass isn't paying attention  maybe I should focus on driving,nobrand,0,0
@HardyShowsYuk cant think of what that one is *doesnt google the answers* ,google,0,1
Can't wait to get my iPhone 3G  Sâ£ . Probably won't be here for a week or so. ,nobrand,0,0
@rei_silverfang about the walmart thing? I was having a good laugh last night. I was pissed but also wanted to cry ,walmart,0,1
You are a God and me only your child. I hope that my future becomes better. I don`t know what to do.  What an oppressive feeling...,nobrand,0,0
I can't believe the freezer trick worked!  Of course this means that apple support lied to me. ,apple,0,1
@pop_noir_porn I didnt research it! lol! I just eat enough of them to know  lol,nobrand,0,0
"Apple Store only had white phones left, luckily my case covers it and you cant tell   When wife ran in ATT store they only had 2 white 32s",apple,0,1
I have (4) $100 Amex gift cards -- want a Kindle but AMZ does not take multiple cards at once.   Booooo -- not sure what to do with these ,nobrand,0,0
"dying just a little. came back from Busch gardens, and it felt like walking through the Amazon with a parka on.  sobbbbb",amazon,0,1
I'm mad at Kate from Jon&amp;Kate plus 8...she totally put the show before her kids!!!  that's dumb...,nobrand,0,0
I really need a Caramel Macchiato from Starbucks right now. I'm so tired ,starbucks,0,1
the immediate future is looking blargy. ,nobrand,0,0
Dood somehow my sister convinced me to go to heb walmart and la michoacana looking like shizz ,walmart,0,1
this was the summer of 2007 i miss it  http://twitgoo.com/v9yu,nobrand,0,0
@epiphanygirl i saw ur video in target today and yelled I LOVE HER! lol poor silly me ,target,0,1
my dog plays soccer...she kicks my butt...she cheats also by picking up the ball with her teeth and carrying ,nobrand,0,0
@mmWine Does your Apple TV lock up / act funky? Both of mine do after about a week or so and have to be unplugged and restarted. ,apple,0,1
"We are all waiting outside our house for the van, but the van is not here, we are all late for our briefing now ",nobrand,0,0
Amazon doesn't carry any Peter Sarsguard's Sars Guards. #fb ,amazon,0,1
I feel like absolute crap. ,nobrand,0,0
@TranquilMammoth I've saw a few Starbucks cafe's around. But I couldn't tell you where. ,starbucks,0,1
@petrilude damn  bad traveling day for you! sorry nothing seems to be going your way today &lt;3 ,nobrand,0,0
At Chipotle with Chad a Tigger! Going back to the apple store to return the dock I just bought that won't work with my case ,apple,0,1
has made the decision to not be TnT anymore.  http://plurk.com/p/12acpr,nobrand,0,0
"@rooshkin If it helps, I had a dream that I bought a plane at Walmart and I loved it and had a blast, until it blew away. ",walmart,0,1
AND poor so i cant even order pizza ,nobrand,0,0
@Starbucks  Win a chance at Starbucks VIA instant coffee for a year. Entry form here: http://bit.ly/X84ui ^MG ... What about Canada? ,starbucks,0,1
@ashleygaskins  I'm mucho jealous,nobrand,0,0
"Dammit, I have to order Halo 3: ODST from Game, Gamestation, Amazon or Play to get the Sgt. Johnson unlock. Gameplay never get the love ",amazon,0,1
@mobuxton that stinks ,nobrand,0,0
@MikalM assuming apple release another this time next year. My contract ends in April so I'm left with sweet fuck all for a few months ,apple,0,1
"@mouselink I loved Pandora, but then they stopped broadcasting worldwide and now I can't get it. ",nobrand,0,0
I always forget about FFAF...  get all caught up in disney channel premieres and jonathan ross,disney,0,1
Why doesn't csuf have any good electives! Ahhhhh ,nobrand,0,0
stuck in target with mom dukes and @the_diva813 cuz its raining hard as fuck!  entertain me plz!,target,0,1
Missed the first song  almost in haha,nobrand,0,0
"@acarboni facebook won't let me talk to you  keeps erroring, sucks.",facebook,0,1
@NKOTBmama I hope we didnt ,nobrand,0,0
"@nixterrimus I went to the Apple store to get one, and they only had white 32GB models left ",apple,0,1
@tinygrump I didn't get it either! I want it soo bad ,nobrand,0,0
@bondad I haven't gotten google voice yet! ,google,0,1
'The View ' hates twitter ,nobrand,0,0
Got my iphone and have to call Apple - just like the first one. Once they're activated; they're great.  ,apple,0,1
@Whitney_ATL Yes... I just got it back duude!  &amp; Im sure it wasnt towed.. got the theft on camera but cant see dudes faceprayers plskthx,nobrand,0,0
 no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?,target,0,1
Awesome rides by Etna DeSalvo and Land Shark in the 3s on stage 1. This one flatted 1k before the big climb though ,nobrand,0,0
Wow. I think my trip to Target killed my flowers.   http://twitpic.com/7ur3k,target,0,1
@nicolerichie I hover...toilet seats are alway wet with the flush spray...too yukky ,nobrand,0,0
Finally hit traffic on the way to PDX. Ithink I'll finish this Ratat album before I get to my target  http://yfrog.com/7gq9goj,target,0,1
@shopcora oh that was another trend I couldn't do as had such curly hair &amp; was before I discovered straightening irons! ,nobrand,0,0
June 19th is the happiest day of the year. Poven with a mathmatial formula. Google it I can't cause I'm driving ,google,0,1
"@iamvictorious I can, but I haven't been doing Readings for anyone other than myself right now.  I've had too much going on.  ",nobrand,0,0
Not what I wanted to happen on the way to the Apple Store   Just not my day today.... http://mobypicture.com/?7gtirg,apple,0,1
"My advisor from high school blocked me on Twitter and unfriended me on Facebook, but still follows @JCFGD?  What did I do?  ",nobrand,0,0
@cwalker123 I'm really totally bummed that I connected my Google Voice account to the wrong Gmail account. What should/can I do? ,google,0,1
Wisdom teeth ,nobrand,0,0
And of course I choose grilling over yoga. Grilling indoors that is. We and Target and the gas station don't have charcoal ,target,0,1
@inten_cities I am nasty. ,nobrand,0,0
well it was a no go for the apple store because they extened the offer to people who got it a few months after but i got mine in november ,apple,0,1
@tommcfly What about Chile? Still remember us? Feeling ignored by you it's deffinetely not a good feeling ,nobrand,0,0
I think I need to get some of my facebook friends to join twitter so that I don't feel like I'm talking to myself all of the time. ,facebook,0,1
"@strawberrysgirl Oh shit, mang, I forget!  Am still trying to remember how old my account has to be to send Neomail. ",nobrand,0,0
I want to go to walmart or somewhere but I'm pretty sure that its not safe for me goin at this hour on a friday night alone ,walmart,0,1
is shocked that Rafa withdrew from Wimbledon!!! hope he recovers soon.  http://plurk.com/p/12ajq0,nobrand,0,0
@genevieveeex3 I loved the disney store but they took it out of the mall in brooklyn ,disney,0,1
"@NEWSUNSEO darn, the link didn't work ",nobrand,0,0
@zackotronic got FANBOYS bluray off ebay that works region1.  Alliance is the distributor. Can get off amazon canada too. No features tho ,amazon,0,1
I absolutely hate what chlorine does to my hair ,nobrand,0,0
"@luvinjrandsmoke amazon UK said July 7th for the mp3 dl, but the entire entry has disappeared, play UK has the physical CD listed as 7/27 ",amazon,0,1
"friday 6 pm, single, still in office, too bad ",nobrand,0,0
"After 4 solid hours on the phone with Apple and AT&amp;T, I have no 3G working on iPhone. Indefinitely, I can make calls, and that's it. ",apple,0,1
Wondering what it will be like to watch the Cats without Jodie?  Won't be quite as much fun for me ,nobrand,0,0
With Vic at the Apple store. No more white 3gs ,apple,0,1
I need 2 light bulbs!!! They are burned out ,nobrand,0,0
Studying for another Microsoft exam ,microsoft,0,1
I left my heart @holdenbeach  Hoping to go back for a couple of days around the fourth,nobrand,0,0
facebook hates me. ,facebook,0,1
@suicidalgrace thats insane  i'm sorry hun,nobrand,0,0
is stuck in line at the Apple Store waiting to buy some bling for his phone. ,apple,0,1
Its my last full week in New Orleans ,nobrand,0,0
is sick and tired of Target breadsticks  I need pancakes or cinnamon buns or something!,target,0,1
@PushPlayCJ that suckks  oh&amp;im glad to hear that you dream about llamas at night Yeah that girl was my friend that u talked 2on my cell(:,nobrand,0,0
@rockstardriver I can't find you on facebook ,facebook,0,1
sitting around missing my younger son ,nobrand,0,0
starbucks messed up my coffee ,starbucks,0,1
@RosiiLiz.  I don't doubt that one bit.  My heart goes out to all of you who are dealing with heat and storms.  ,nobrand,0,0
@madsmajella I've been twice now and it's rained both times  but the gluwein is great and the Swiss apple fritters with custard rock,apple,0,1
life is confusing ,nobrand,0,0
@meaghanellenxo i'm gonna watch it when it's on disney - i don't think there's long to go. they haven't repeated hatching pete yet. ,disney,0,1
" Sometimes, I wish I was black so I could cosplay Geordi. He is so cool. ",nobrand,0,0
@officialkathyg 2 episodes and a google search later I discover that Jessicaaaa Zajicek (nice last name there) quit after tying the knot ,google,0,1
wait a min... that sound like a coma lol. going to sleep now...  when i wake up it'll just b tmrw ,nobrand,0,0
watching high school musical 2 on disney channel. getting kind of bored ,disney,0,1
made it to australia ok. sorry i haven't called/text anyone my phone isn't working internationally for some reason. ,nobrand,0,0
@MomofFaith Oh that SUCKS!  You should write Wal-Mart and complain.,walmart,0,1
"@twervert which apparently has &quot;5,270 scenic acres of steep hills, bluffs, and deep valleys plus two lakes and a waterfall. &quot; never been. ",nobrand,0,0
"@idkmybffleah haha, yea but if its like my DISNEY VHS &amp; old home movies, you better record it to DVD, or it'll just be gone soon. ",disney,0,1
"Brett, there is no way I am more high tech then you.  But I do love the iPhone.  Daddy wants one too.  He has one more year with Verizon ",nobrand,0,0
Got my Sony Vaio back today from their repair center.  Really missed Vista. Setting it up right now.  Got a lot of software to reinstall ,sony,0,1
@TwiObsession  lol i know how that is!!!! like at this very moment ,nobrand,0,0
@willamation apperently defriended me on facebook ,facebook,0,1
"... trying to figure out what phone i want, its really confusing!!    i'm so sleepyyy ",nobrand,0,0
@JackTheDrummer hah then yout youth leader sounds pretty awesome   how are you latley? we havent talked on facebook for awhile ,facebook,0,1
"@gilbirmingham Aww, I was excited  My day is el-ruino-ed",nobrand,0,0
hopes and dreams shattered...fashion valley &amp; mission valley apple stores sold out...no iphone 3G S on first day for me ,apple,0,1
I'm not feeling all that great... pasta dinner made me sick  watching Mandisa Goes To Jail with the parentals &amp; hubby.,nobrand,0,0
"have joined Facebook against my better judgment--thought I could get a personalized URL, but only for early adopters ",facebook,0,1
Had sum delicious Wendys about 30 mins ago n came home to find my mom just cooked. Had to stuff myself so she wouldn't feel bad  I'm sick,nobrand,0,0
@gilliamzoo i don't have a target anymore  BOO!,target,0,1
@follownatalie  You don't love me anymore!,nobrand,0,0
iPhone joy is shortlived. The Apple &quot;expert&quot; deleted more than half of my contacts during the transfer. Including my date from Tues night ,apple,0,1
@gilbirmingham I'm really sorry we didn't reach the goal  You rock!! I hope you post another contest!!!,nobrand,0,0
Ok i would be mad know but im  ganna be nice   sony vegas is annoying me!,sony,0,1
"@fofomazuzu Keyquest sucks, it lags like hell and keeps skipping my turn even when I roll the dice. ",nobrand,0,0
"@littlebitlil Oh....... true. Damn  Le sigh, I'll probably get it from Target neway. The conversion rate is horrible. &gt;_&lt;",target,0,1
Wants to go see the proposal tonight but has no one to go with  ....not so happy friday anymore.,nobrand,0,0
EVERY other site other than google opens up wen i try...  what the ... using bing.com now... not bad...,google,0,1
good morning.. Me still sleepy after arnd 11hrs of sleep .. ZZZ ,nobrand,0,0
"Why does Walt Disney insist on making me cry? Oh, Bambi. ",disney,0,1
i keep going to back kristen bell pictures. BUT I DON'T HAVE PRETTY LONG BLONDE HAIR. ,nobrand,0,0
@ry120 I've done that b4. Go 2 Starbucks expecting them 2 b open &amp; they're closed! It sucks. Sorry. ,starbucks,0,1
"@brookefraser they don't like you smuggling honey, marmite or baked beans outta NZ ",nobrand,0,0
"My phone is broken, if you wanna get hold of me try facebook ",facebook,0,1
"@WesSturdevant i love the phone, but I'm pissed though because I found out that the MMS messaging isn't available yet.  ",nobrand,0,0
@ImmortalxKiss an old lady hit my car in the walmart parking lot ,walmart,0,1
ok so everyone is saying that the 3G S is really fast...now I am sad  I want,nobrand,0,0
"AH SHIT, SAME AMAZON POSTMAN AS YESTERDAY. I bet he thinks I'm a NEET now. ",amazon,0,1
@melissawendy that's sad ,nobrand,0,0
Goodbye disney  http://myloc.me/4zXm,disney,0,1
"@adorableD yahhh dar, u missed the announcement  dan jg hr trakhir bareng2 9B ",nobrand,0,0
I think starbucks should carry decaf frappucinos! I cant sleep noww ,starbucks,0,1
@therattlesnake your new pic is cute  u look like a puppy haha &lt;3,nobrand,0,0
Almost to the end of Elizabeth &amp; the electricity goes out  I guess ill google it tmrw. Boo.,google,0,1
Misses 1 vs 100 already  time to have some family time.,nobrand,0,0
Begged the apple store people to let me in today (new iphone bull... psh...) and got a real expensive new plug for my computer. ,apple,0,1
Id wait forever but then id probably be waisting my time ,nobrand,0,0
I didn't win the wristbands for the @MuchMusic Twitter or Facebook contest  Oh well it's a hairflip it's whatever. I'm still going LOL.,facebook,0,1
I really want to chrystina on the phone she keeps on post poning the interview and it makes me sad  but I still love her fosho !! Holla !!,nobrand,0,0
@ElizaPatricia really hanging 2 c dhouse! have 2 wait 4 amazon cos dont get it on tv in oz ,amazon,0,1
@MissSmith i'm ok... evonne &amp; henry is here too so they are taking care of me financially. ,nobrand,0,0
"@ErinAX not sure how to stop that, but we don't like google tweeting everything either!!! ",google,0,1
twitter is wack yo. but im bound by boredom. ,nobrand,0,0
Had an awesome today...saw lauren concratt haha jk Conrad and saw the Reserve hmm had starbucks yep overall great day except the end ,starbucks,0,1
slow net. Far from the router.  Dang it.,nobrand,0,0
@solitarynerd Google Chrome is kinda annoying me ,google,0,1
I wanna be with you kristin..  my mommys being mean to me.,nobrand,0,0
Ahh poo...I gotta work tomorrow  But I guess Target would fall apart without me lol,target,0,1
"Rain,rain go away come again some other day! Not much fun having a Tent sale in the rain ",nobrand,0,0
@ninvampire google that shit. the mullet and moustache is gone.. ,google,0,1
@stupidbob307 How was the awesome release that i couldnt go to? ,nobrand,0,0
Why don't i have a damn preview invite yet... Google Wave is shaping up like another GrandCentral/Google Voice. No delivery/USA Only ,google,0,1
All of my awesome friends move away  - Hanna: i don't think anyone else likes me playing with their hair... http://tumblr.com/xpr23imdq,nobrand,0,0
"is watching disney channel: lion, witch, wardrobe. its sad. ",disney,0,1
ok i don't like this whole twitter not working properly thing!!  keeps making my twitter go weird!!,nobrand,0,0
continental check-in at seatac was so brutal. waited 30 minutes to get my boarding passes printed... worse yet... starbucks is closed. ,starbucks,0,1
this little brookelynn needs a nap but its so hot and humid shes really uncomfortable ,nobrand,0,0
"I want ice cream, but we don't have any here  It's not worth the drive to Wal-Mart for $1 imitation Dip 'N Dots...",walmart,0,1
Isnt happy that her computer remote isnt working. ,nobrand,0,0
What does &quot;weggerannt&quot; mean? Google language tool doesn't seem to know. ,google,0,1
fighting with your bfff suckss. ,nobrand,0,0
I don't understand facebook ,facebook,0,1
So I was sitting here watchin 'everybody loves raymond' totally 4got Letterman n @jimmyfallon show were on!! Total bummer man!!!! ,nobrand,0,0
WELL I GUESS YOUTUBE VIDEO AND DISNEY CHANNEL FOR TONITE I GUESS IM NOT GOING OUT ,disney,0,1
"@taradeguzman I'm jealous, too! I wish I were getting one! ",nobrand,0,0
@yliesan see? He doesn't play. And I can't find it on google ,google,0,1
"@Artistvspoettx yeah you guys really should go live again,. i need to talk to you and catch up and such. i miss you boys. ",nobrand,0,0
I think...There are some people I need to delete from facebook so I dont see them (or who theyve been hanging out with) on my mini-feed.. ,facebook,0,1
@traciclapper. i've said that like 19310 times in the past 2 months. im sorry girl ,nobrand,0,0
@aqua_angel  the pic of me on facebook dat we saw wasnt posted by my mum it was by her friend. y did she hve to post it. i look horrible ,facebook,0,1
@nekronurse I took 3 ibuprofen but I'm not tired. I have no vapor rub. I'm SO hot  its like hot flashes x 150,nobrand,0,0
"@KRAPPS Unfortunately, I've seen people with the same mindset over Apple products. ",apple,0,1
@Gee_GeeXD  My Feelings are Hurt. Lol Goodnite. We Should 4 Way Sometime.,nobrand,0,0
updating from twitter.locked out of facebook.dunno what happened.cant login to facebook  might hav to create new account. agggggrrrrrrr,facebook,0,1
"got someone to cover my shift tomorrow, I just want to hide a little longer ",nobrand,0,0
Thinking of getting up soon. Can't sleep anymore  almost did actually but a facebook msg woke me up  should use phone only when sleeping,facebook,0,1
@thejonshow Eff you- take me to Transformers ,nobrand,0,0
@rampantheart I too was a voracious reader... Twitter and google reader killed it...  have to rekindle it...,google,0,1
Why do guys gota break girls hearts...  ,nobrand,0,0
@vlbulli that's cool I think samsung is making a google phone for sprint that's gonna be the bomb. I miss sprint. Freakin T-Mobile ,google,0,1
Down 20.  its ok tho cuz trevor ariza hugged me yesterday! ,nobrand,0,0
@iranrevolution  why dont you use google (i could help you if i didnt have 140 characters limit ,google,0,1
