tweet,brand,brand_name
It is afternoon time....what do you except?? am feeling sleepy ,0,
i have a new blog added to my google reader  love when i can rss information * http://visuelle.co.uk/,1,google
@dannywood At last someone who can do my exercise for me.  Thank u Danny ,0,
Day 1 of life without a phone. Facebook &amp; Twitter will be my main means of communication.  this should be interesting.,1,facebook
@verago nice! I saw her live in Umbria and will never forget her (wet) kisses ,0,
is my lips like sugar  Facebook &amp; Twitter.. my addiction!,1,facebook
"Door closing. Time to push back for DFW. Slow load today. A lot of &quot;Monday&quot; going around after a gorgeous weekend, I guess. ",0,
@ddlovato haha exactly! when do you arrive in england i have entered the in4merz ompetition to see you perform at the apple store  emilyxo,1,apple
Taking control of my life and what a beautiful day to do it! The sun is out in London town ,0,
@starjamgirl hahaha yea i'll put them up on facebook no doubt and one will be my 365 pic ,1,facebook
hahah what is this... ,0,
Just woke up... im still tired ahhhh well atleast i have a day off 2day  off to pick up my bestie to go to starbucks yay,1,starbucks
"@soundsliketea Hehehe, I've seen that around.  It's quite fun, actually. I really should use it more! xD Thanks! &lt;3",0,
Can someone tell me how to reset a sites analytics in Google analytics? And prove twitters worth at the same time ,1,google
sitting eating ice cream whilst watching the comedy festival  Missing Michelle,0,
Apple Newton I saw yesterday  #gadgetshowlive http://twitpic.com/3ngkr,1,apple
@bergenlarsen always possible. want us to send you a reminder at 03h45? Sure I can organise that. ,0,
At last - all pages with video from Silesian Microsoft User Group and PLSSUG Katowice are playing movies with Silverlight ,1,microsoft
Had to pause Intervention when my job counselor got here I think she's a former addict. My appointment's over I guess I'll try to sleep. ,0,
Is in starbucks getting a strawberries and cream frappuccino yummm ,1,starbucks
is urgh Mondays haha thank god i start at 10 this morning ,0,
"met up with the lovely Paul Barry and Brian Rawlings, and now planning out my new website, myspace and facebook stuff. ",1,facebook
@tommcfly &gt;.&lt; good luck on the show  sure u will be greaaat,0,
is thankful for all the &quot;Happy Birthdays he has received so far from all his facebook friends!  Gonna be a good day!,1,facebook
@Im_PreOprah RENT broadway ,0,
Omg notebook song in starbucks while sipping on a latte waiting for my bus ,1,starbucks
@KontagiousAce LMAO! Fool ass. But Umm we went half on whatever you paid for ,0,
"good mooooorning new york... leaving the big apple today to go back to the minne apple... booooo. but first, more shopping ",1,apple
Good Morning All off to school today   visit my store if you have time  http://tinyurl.com/dkol4w,0,
Reading facebook statuses and discovering I'm not the only one dragging his sorry white butt this morning. ,1,facebook
is really enjoying not freezing his ass off in the mornings. ,0,
Had my first Iced Carmel Macchiato from Starbucks this year today!! Then got to enjoy the sun and have class outside in the garden! ,1,starbucks
Another day another dollar!! Back at work!! ,0,
STARBUCKS - VIDEO: TAMSTER's very 1st MTV.  The Next ANTONOV ...: Just Copy or click this link.  http://.. http://bit.ly/aYMF9,1,starbucks
@murphy_s no but I will look it up on YouTube! Cadbury ads are my all time favourite ,0,
Just learnt how to re-mux HD .mkv files into an M4V container that's compatible with my Apple TV. Takes about 20mins &amp; no video encoding ,1,apple
@KaylaSox22 good luck chuck ,0,
@ofir_i it cought the virus that facebook chat is spreading ,1,facebook
"@WEGmusic Ok now I really am leaving. Please, make my day and give me the picture ",0,
"@yows I am thinking for a long time how I like that in Google Chrome, and just today I thought that there _must_ be FF addon that does it ",1,google
Looove waking up every morning w. A smile on my face ,0,
Suddenly the proprietary database on google app engine doesn't sound that unattractive  #partially-in-jest,1,google
@Dannymcfly just wanted to say good luck with the tour! p.s hope amsterdam didnt leave your head in the clouds! *cough cough* ,0,
starting my beautiful day off with a starbucks and then cleanin up the house- then to the pool to catch some rays  ,1,starbucks
@Brainfrieze I'm so glad you came up to say hello! ,0,
"life's short, use hotkeys, shortcuts, mouse gestures, launchy and google ",1,google
@cnnbrk Nice ,0,
i really fancy a starbucks at the moment. chocolate frap ,1,starbucks
"Overslept, woke up to clouds...but there is a friend that needs me and super cute shoes that insist they become mine...guess cbus it is! ",0,
@deanhatescoffee No problem. I can google it myself... ,1,google
having a very good monday. ,0,
@marilink como facebook ,1,facebook
@wheelsmagee Great time! And the burn is about gone today. This is morro bay  http://pikchur.com/080,0,
nothing like a chai latter from Starbucks first thing in the morning....now ready for the gym ,1,starbucks
@shaundiviney go to the gelato shop in darling harbour. it is the beesknees. nutella flavour mmmmmm ,0,
"Remember, facebook is better ",1,facebook
@_KYA the link works for me ,0,
Check this out really cool stuff..  Google Profile Custom URL and GFC On YouTube  ,1,google
@contwext Glad to be listed in anything about Jesus! Thanks for the props ,0,
"thanks facebook for reminding everyone that it was my birthday today.. oh, and thanks for everyone who said something. ",1,facebook
@andrewmontesi just focus on Port Adelaide &amp; Anything Soccer related lol ,0,
@CaterinaFalcone You are taking vacation??? OMG it's about time! I'm not going to miss you bc you're gonna bring me starbucks everyday! ,1,starbucks
"@gem_heaven Yes, I'm fine thanks! Took last week off as I was ill and just been really busy with orders and things.  ",0,
@theblyackhype you should add me on facebook  judea 'Juju' dea,1,facebook
@sonaljhuj hey thnx for the wishes on me going indie the other day. the breathing will soon turn into huffing-puffing for clients ,0,
"bed, up early to read my world art book, class 12 to 6 at FIDM then off to Apple ",1,apple
"@alapoet  Wowza - way to go, Steve!  Quality speaks for itself.  ",0,
"@mbosch35 It's easy peasy, like Facebook minus profiles &amp; apps. Check out http://help.twitter.com/forums/10711/entries for tips ",1,facebook
ended a bad day on a good note... ,0,
Enjoyed the day with Alex at Disney ,1,disney
"@markpeak Heh, that's not surprising la ka. What do you expect from a government whose ICT Minister cares only about Internet censorship ",0,
@bosca Perhaps you should Google for SEO testimonials... ,1,google
"With IT realising that I exist, I can now get on with things! Huzzah! ",0,
"tj, google ADHD.u might qualify for that. ",1,google
"waiting for @evdmaas to arrive. Well, I'll just finish my orange juice then.  AH to go rocks.",0,
*smiling at Google logo for Kartini's Day edition*. I think it might be appeared only in Indonesia IP.. (or maybe not) Anyway.. ,1,google
"@knatten Yea, thanks! ",0,
"@RealLamarOdom Hi LO, socal is super hot!!!! Good Luck tommorrow!!! You have many female fans on facebook La Lakers Hotties, much love ",1,facebook
@rebel Update your WebDU profile like your cartoon face? That'd be me. The text or other stuff- Geoff or Vanessa at Daemon ,0,
"@keithdsouza: Sounds cool. Btw there's also a Google bot for that, just fyi incase you wanna check out. ",1,google
@greigematter Loong way to go yet - just set this up about a week ago.  I don't expect to be getting one in a hurry ,0,
i dont think that facebook link will work..... but yeah love you all. google me ,1,facebook
is going to visit my mom and dad!!! ,0,
@MeganKakora Some people have their parents / friends parents as friends on Facebook but in my opinion its a big NO and... NO ,1,facebook
"Oh what a bootiful mor-ning, oh what a bootiful daaaaaay. Gonna take my laptop and werk in garden again today, joy of joys ",0,
http://www.facebook.com/micah_pasco02#/profile.php?id=1365105812&amp;ref=profile facebook add me you all ,1,facebook
@jesschenjess It is pretty cool. ,0,
"@Celz29 yeah i saw the twin pack on the net on amazon or somewhere, but i really just want a p eddie ",1,amazon
@NourK Thanks! ,0,
@LiquidAddict no problem! I love your mixsets. But no facebook account available. I will join the community at http://www.liquiddnb.com/ ,1,facebook
@bradhfh lol ok then  how are you? (:,0,
yum yum. McDonalds thick shake ,1,mcdonalds
@Gemified happy birthday gemski  always heav xxx,0,
"In fact, I like my facebook quote so much, I'm gonna post it here too ",1,facebook
@dougedey better than playing with valgrind ,0,
@Vin07 The link was for joining our Google Friend Connect. You can join the group directly from our website..Thanks ,1,google
@SmoothVision just smile you should do fine  If not imagine them naked and concentrate more on trying not to laugh.,0,
signing up with a new site at @Mikaylaxxx 's very subtle suggestion  love you sexy amazon shedevil!,1,amazon
@sotak you're having Spanish lessons? why? ,0,
"@cherrymeichan FriendFeed, Facebook ve Twitter'i birbirine bagladim ",1,facebook
I've enjoyed just about as much of this as I can stand. Seems like I carried this theme at work earlier! ,0,
Ohh i joined twitter haha awsomeness   Better than facebook so far ;],1,facebook
Mailer daemon is burning my message in hell ,0,
@Jay16K Take a look at my facebook group!? http://tinyurl.com/c44c6r Come on in!  x,1,facebook
thanks you @callmejors ,0,
@bnhernandez Take a look at my facebook group!? http://tinyurl.com/c44c6r Come on in!  x,1,facebook
"@Jonasbrothers thats melbourne, australia btw  i saw the album cover, looks great and i bet it sounds even better ",0,
@plasticmartyr A secret? Sure. (: The majority of my TV-watching's from Disney Channel and I'm 17. ,1,disney
You look like a midget in your picture! hehe  @David_Henrie,0,
is hungry... going to mcdonalds to gulp some burgers ,1,mcdonalds
"@nwoidaho That sucks! I'm not a fan of frosting. I think it should be outlawed. Unless it's cream cheese frosting, that is. ",0,
is off to the Ghetto for a meeting in 2 hours.. got my Sony Ericsson X1 ready as self defence ,1,sony
"Enjoyed reliving Quake 3 at QuakeLive http://ow.ly/3piI. Wish they'd make it portable. As it is, needs IE/FF w/ plugin. Great fun though. ",0,
mmmmmmmm Runts candy at 4am.  they have new flavors! green apple replaced lime and now grape.  I pick out all the pink ones  ,1,apple
@Angel_ite Well done! Stationary! You make me proud ,0,
@cmeintjes &quot;tweetie for twitter&quot; huh? i'd hope tweetie doesn't work for facebook as well... ,1,facebook
You welcome  @Natalieseles,0,
@Bergting that will just be because McDonalds will have hired you to paint Ronald McDonald and the Hamburger theif on the walls ,1,mcdonalds
"Relieved, and so in love with @theblackqueen - can't wait til she comes to visit! ",0,
Got a new old fashion phone. A Sony Ericsson k320i. Missing my iPhone already. But at least I am now reachable ,1,sony
good morning  peanut butter on toast. ,0,
"@oliyoung your mum @dianejyoung is funny! Just read her tweets - apart from a grandparent &amp; disney reference, she don't sound like my mum ",1,disney
http://twitpic.com/3pev9 - @ Kaki Fam i owe you my guitar pic so here it is ,0,
"just had an apple, well you know what they say an apple a day keeps the doctor away ",1,apple
@mistressmia teach me Mistress-yoda-Mia - lol teach me ,0,
Just added the Twitter to Facebook application... so he can update from here ,1,facebook
"man, i can't sleep tonight. i think it's the heat. luckily, i have a strip to finish, so sometimes insomnia works out. ",0,
hoooray for eBay listings being bought!  (I am again using the Apple Store's internetz!),1,apple
@dhempe when? where? ,0,
"@lkutner Haha I'm sorry, just reading my google reader on it now ",1,google
@elqudsi thanks ,0,
@KatieTenkate @hannahdare Hey you can update your facebook status using your Twitter updates. Will ignore replies and direct messages. ,1,facebook
"@Mpieters I find it funny, cause to me NO site is best viewed in Internet Explorer ",0,
@an_archi As I know you... Microsoft ! ,1,microsoft
@MandyyJirouxx  hey shmanders ,0,
"In Starbucks with my gorgeous wife, latte and banana and nut muffin ",1,starbucks
"@keLee lolz it's 5.30am here, btw, your bio's really interesting. Brains + Brawn. Bravo! ",0,
"@orange_hat Twitter is just a sickly methodine compared to the epic facebook addiction, but well done, you are on the road to recovery ",1,facebook
@mileycyrus very nice. ,0,
Amazon just shipped my batting and fielding softball gloves... sweet ,1,amazon
just got twitterrrrrrrrrrrrrrrr ,0,
Likes sitting in the Four Seasons Starbucks stealing Wi-Fi and using Tweetie OS X before he goes for a swim! ,1,starbucks
@innfusorI would love it if they mï¿½de a sequal movie to that series ,0,
@mrlosik Take a look at my facebook group!? http://tinyurl.com/c44c6r Come on in!  x,1,facebook
@onlydanno we're seeing them at the ricoh ,0,
"@munkimatt sure  but what abt the facebook friending? @HannaManna, should we push for that?",1,facebook
@faultlines I hope I survive. ) What about you? What's your course again? ,0,
"@stupler Don't know about cheap, but the Sony in-ear ones have never failed me. Plus they are comfy even for my small ears ",1,sony
"Ahahahaha damn,just got called a 2 year old. ",0,
The Apple Evolution ---&gt; http://bit.ly/1ayyj7 nice  (via @wilde_amazone),1,apple
@TeganMichelle Thanks am looking forward to it ,0,
@heybonnie it was on radio disney at the exact same time ,1,disney
@copperlegend Well if you have ever seen &quot;Leonard Part 6&quot; you would know that something healthy like a granola bar can be deadly. ,0,
@joannecapeling That sounds like my kind of diet. Does @IndiaKnight have a book out?  Will go and check Amazon   Thanks for the tip,1,amazon
Just going to bed now (almost 7am). Gonna be late to the office I think. May reach for BB during sleep to peek in on yas!  Maybe not. ,0,
Uploading girlie road trip pics to Facebook and wanting to be in bed ,1,facebook
New post up on my blog! check check check it out  http://jeanemakeup.blogspot.com/,0,
You know what's awesome? Left over apple pie.    ,1,apple
@tinafightsfire ,0,
@nathanryder yep.  It's visible on google street so I'm just making directions- if they're clear enough might be as easy to meet there,1,google
"Just booked a hotel in Paris! Finally, that job is done ",0,
@amolok I'm always curious about the Russian you write.  I think I'm going to have to start running some of it through Google Translate!  ,1,google
".. so nice and so comfy and my new games from gamefly  Now I'm sitting here eating my sausage egg and cheese mcgriddles , its SO good.",0,
"The new &quot;similar images&quot; feature on google images, is extraordinary ",1,google
SoOo nice to be back home. never been so happy to be reunited with my bed. . and my turntables  back to work now!,0,
"@dennis_siuu3p  u cannot make me dizzy again.. never  ( mahal pa rin kita kapatid, don't worry add kita sa facebook bukas)",1,facebook
Let's start this day!!   Love to wake up to the rain! ,0,
"@th_in_gs Curse them, they're always making people buy their products. Personally I think that Apple logo hypnotises people into buying. ",1,apple
Real programmers use VIM. kiddies only use editplus.  Hey I am trying to be a real programmer.,0,
"Twitter is like a facebook status no one can comment on, which is good because opinions annoy me ",1,facebook
"Ceh2 &quot;D&quot; open facebook. Wahlau his password, freaking headache! We are still not ready to publicist our ________. Sry hor, wait long2 ",0,
@bentheo Indeed. 750 items unread in Google Reader this morning. ,1,google
@annekinla lol I was dosing AS I was writing my last tweet! was saying my alarm 2 wake would b going off shortly. ,0,
Want to go live with my first Microsoft Online BPOS client but can't buy till end of April. So we wait to see  service is good so far.,1,microsoft
"@gfalcone601 Have a lovely day  Aww, what breed is Presley? Xx",0,
"@Zero37 Thanks. Not sure it's possible for me to talk more about Apple stuff, but I'll do my best ",1,apple
"another shoot in town tommorow  more live shots on friday, of impulse11 and toyk, maybe ghosts. sunday (L)(L)(L)",0,
@_EliteTweet_  it is an anime series! really good... I would say google it...,1,google
"@natewhitehill thanks Nate, I did. Will await a reply. The learning curve moving to Wordpress is killing me!  Thank you-",0,
"@riemma no probs man  well my fav apple product will be my Iphone, it is my life saver  yourself?",1,apple
@arthurk93 Hallelujah! ,0,
search Clairey Ketchup and add me to facebook  everyone please!,1,facebook
@sarahemadden Totally agree ,0,
stuck using my verizon wireless card.. stupid internet at my apartment is not working.  about to give up and go to bed early!! ,1,verizon
Yay!! In one hour it will be Joncer day. ,0,
@joseph_Gee from the apple online store... For $30 and it comes with a sync/charge cable ,1,apple
Where is the love? What's wrong with the world mama?   ? http://blip.fm/~5e5p7,0,
"I had a great dinner! YUM! Now I am checking e-mails, facebook and twitter....whatcha doing? ",1,facebook
@wayway8 @winningedge @marge_inovera @winningedge tks for the rt's  ,0,
OMG GOIN 2 TARGET ,1,target
Good night everyone! I'm out for the night need some sleep. Have a good one wherever you are. ,0,
i tried a new drink today at starbucks and loved it. some blueberry shit liz made ,1,starbucks
"Mocha latte type shit, I dig it like My women. ",0,
thinks I've finally figured this Twitter thing out. I'll probably continue to stick to Facebook for attention whoring purposes. ,1,facebook
PERFECT! ,0,
dinner and target with the bf was fun ,1,target
"listening to The Veronicas - This Love, nice song ",0,
downloading apps from the apple site for my laptop yay  know any good ones?,1,apple
sorry I havent been on for a couple of days but im back and I miss everyone ,0,
@n_padilla ahhhh I love that show  Let's be bff in 2 weeks and marathon 30 rock post an inevitable 3 hour starbucks date.,1,starbucks
@STLPhoto awesome. thanks for sharing. you have very enticing photography. ,0,
Cuddled up with the Stinker Pie watching Disney movies &amp; eatiing popcorn. Jai iz so greedy! Can eat a whole bowl of popcorn by himself ,1,disney
@zachflauaus A stranger in a strange land ,0,
@JoelisGagafied We should! Get Starbucks and listen to our men ,1,starbucks
green day- july 17th at copps collesium ,0,
"Funnel Cake- check   board walk fries- check, hot dog-Saturday and whatever else looks good!!  LOVING the APPLE BLOSSOM FOOD!",1,apple
@woodbird You're welcome!  Enjoy ,0,
"@orangerockstar yea, well, i got sony ericsson w960i ",1,sony
"Very busy, productive, fulfilling day 2day. Giving thx 4 that + all my GR8 TwitterBuds, both previous &amp; now new! U R ALL AWESOME! Hugs! ",0,
"@heidimontag hanging out at home, watching Anastasia (: One of my fav. Disney movies ",1,disney
@CrystalPace Night sweetheart!!! Thx for the chat  Sry I left so early! Love you!!! :O),0,
"@ExodusFX Ukiah, way north of SF. Google map it ",1,google
@jayyycubbb YOU ARENT DEAD! ,0,
@Kolibrix Take a look at my facebook group!? http://tinyurl.com/c44c6r Come on in!  x,1,facebook
"@hollyhadsell I miss, miss, miss Hawaiian food. Feed me poke 24 hours. lol. Lau-lau...poi..mmmm. And Kona coffee. Well, I'm well stocked. ",0,
@Sanrag Aa dekhen zara ka music try kar le .. a few songs like &quot;gazab&quot; and title song are good!! ,1,zara
Finished marshalling at the triathlon - off to find beer and food ,0,
"@inc_mpletexx I'm going to Apple tomorrow. Thank goodness for warranties.  But until then, I'm tapping everything out on my iPod touch. :|",1,apple
I am craving got dogs... Anyone wanna get out? ,0,
"Welcome to all who just got the e-mail blast  The Starlight Bowl site, blog, Twitter, and Facebook accounts are now live!",1,facebook
my interview went great...meet the new marketing specialist!  Hello!,0,
going to apple store to purchase 17' mac book pro 2morrow ,1,apple
"@servina Thanks for the test, and the comment! ",0,
@FabiRG You must download iTunes and you can listen to radio disney USA ,1,disney
"Whoever sees this, call, 519 386 9990 or 519 386 4996  ANYTIME iS good",0,
@zzjulz I'm sorry  I know...somethng about hot apple sponge or crumble on a cold wintery day. meant to be going to 21st....staying home.,1,apple
"@inkybear00 Yep, Im still here ",0,
Enjoying California! Just made a Starbucks run with my daddio  @connectwithscot I love that everything is open even past 10pm!,1,starbucks
wow I played rock band for 2 hours hmm ok well im tired so Im going to bed good night ,0,
isn't apple and mango juice amazing? ahh it tastes so fresh  hehe. getting very excited for tomorrow! ,1,apple
"My words have escaped me tonight, but my oddness will never....http://twitpic.com/4e1nk  ",0,
just finished some legit karaokeing. I owned the classic disney songs ,1,disney
#whoneedsspammersanywaytherejustawasteofeveryonestimeandalltheydoistrytosellyoujunkyoureallydontevenneedinthefistplace #ONELOVE ,0,
simultaneously updating twitter and facebook with skyfire. Tis grand ,1,facebook
everyone go on facebook and tell me how you like to make your instant noodles ,1,facebook
@aplusk  You can eliminate aerosols and freshen home with those extra dryer sheets by putting one with the filter of your furnace. ,0,
@missthaithai hahaha  love you! Dinner soon??,0,
"@Bern_morley Right or wrong, I love me some McDonalds ",1,mcdonalds
Soup 'n' Sweet today. 12pm - 2pm. Masonic Lodge Dufftown. Come along if you fancy it! ,0,
S you all know my Facebook account got hacked and deleted well starting over  FB name Candi Cunningham add me   Please,1,facebook
@Krnsidez my bro! pure awesome guy. #followfriday ,0,
"Video: Another one! Microsoft is really going all out to promote HP  And oh by the way, if youï¿½re a... http://tumblr.com/xel1p1zm8",1,microsoft
Gala was fun - Staff of the Year &lt;3 ... Last Night of Duty...can't wait for next Friday ,0,
had so much fun last nighttt =D guys take my quiz on facebook  hahahahahha,1,facebook
"@violetbakes Hope it goes well, may be trying the muffin recipe again later this afternoon whilst listening to the football ",0,
Starbucks with my boo ,1,starbucks
Good friends + good food + a good game of cards = good times. what more could a girl ask for? ,0,
"@curmudgeonlaine OMG Yes, sorry for deactivating Facebook w/out announcing... duty calls, duty like the Bar Exam! ",1,facebook
@thisisryanross *achoooo* bless you  xo,0,
"And yea, they were crazies, unfortunately I knew them! But on an upside they brought me Starbucks since I didn't go with them earlier ",1,starbucks
@cow_grrrl wow! ok so here is a great idea for u  http://bit.ly/Jb4qx this together with the book will make it an unforgetable experience,0,
My men is the apple of my eye - brought flowers and small other small gifts and of course himself ,1,apple
playing with issues too ,0,
today dad bought this frkn HUGGEEE sony bravia tv. but YAY it means i get the old mediuism still big tv ,1,sony
"Just played Fuzzball, now searching for Hamthrax  http://fuzz-ball.com/twitter",0,
@johnlacey Lol. And all this time google was just sitting their. ,1,google
@Ribenaa =P if anyone asks just say you were being empathetic with me. ,0,
"@Nic1971 Notice I didn't comment on if Microsoft was a good thing or a bad thing, only that it was a 'thing'  hahaha ",1,microsoft
"fellow marketers... i'd consider it an honor if you would visit, comment &amp; subscribe to my blog. Thank you  www.channelneutralmarketin ...",0,
"today.....shopping, shopping, shopping and starbucks  Life is so beautiful",1,starbucks
@shloo hello cutie ,0,
"http://is.gd/w48U google streetview of Steentilstraat 33a, used to live there ",1,google
@TheDelicious I think most AsianAm kids go through some sort of self-hatred of their own food or culture...unless they're from Hawaii. ,0,
top match on Google for &quot;calculating the efficiency of functions&quot;  didn't expect that one,1,google
"@booklover1984 thanks!! i love it, too  it means &quot;blessing&quot; in Hebrew ",0,
@jaronmc of couse haha i don't think apple will sacrafice quality it will b a big step back too much  what mac do you own?,1,apple
@RobPattinson_    cant wait to see new moon!  thanks for the great entertainment Rob. ,0,
went to target to get my fave k-special cereals. i'm definitely having the best breakfast tomorrow ,1,target
Fata fufu shushi...delicious &amp; highly recomend for up selling ...please prepare it fast guys ... good job... ,0,
"@gfalcone601 Nice &amp; sunny?? I'm so jealous, here it's cold &amp; the sky's grey eugh... Have a nice starbucks !!  xx",1,starbucks
Ooh. Going to be on SAFM in 10 mins talking about @Food24 Quirky Restaurant Awards. Best get up. Or... get the portable landline. ,0,
Scary: 14% of my time I spend on Google Reader :O http://wakoopa.com/shtole ~wakoopa's pretty fun to look at every once in a while ,1,google
"Wifey having good lie in!! So I'm on baby gard duty !!! Poorly babys ain't fun,,, she's Been moody!! Think 11 month is 2 young 4 coffee ",0,
Bought an Adidas t-shirt says &quot;I \|/ Ekaterinburg&quot; and left for good. Moscow is much warmer  Looking forward for London next week.,1,adidas
@prajjwol nope I did from Shuvatara School. Passed out during 2003 ,0,
@SinnamonS them apple long islands had me going 2nite.... please believe  it ,1,apple
@stephenfry is it possible to get a signed photo of you? I'm a big fan. ,0,
Ordered my new macbook  the year without apple was to much. It is just nice to have a computer which just works.,1,apple
I love how InfraRecorder has that little smoke effect during CD burning! ,0,
Morning! Today should be good  [just so we all know I'm on twitter not Facebook ;)],1,facebook
Smile w/ @MariahCarey @NickCannon awww 2 turtle doves  http://i5.photobucket.com/albums/y175/hanniUndNanni/bet3.jpg - Pic of the Day #6,0,
@mileszanny1   Hope you have a nice b-day...I'll send wishes to myspace and facebook when your special day arrives...have a great wknd! ,1,facebook
@killhim cant believe we went to the wrong AC club. THERE'S TWO ????! lolol. hope you had a good one. catch up soon ,0,
Going to watch DadKnapped on disney ,1,disney
@del_90 fly me to the stars and back again! haha ,0,
Naughty Apple store taking ï¿½263 from my Card for something I didn't order!!  Nice helpful staff though ,1,apple
@hexenwulf so am i ,0,
"dleightonmarissa Hi leighton, how can I read your blog? my google address is louisemurph@gmail.com  thank you",1,google
hallo ihr alle!  (Broadcasting live at http://ustre.am/VI0),0,
Leaving for Disney with Courtney ,1,disney
@jimmywim LOL that would be a first!  May leave some tissues out for people ,0,
"Lunch time, woo! Going to mcdonalds to collect my free cheeseburger ",1,mcdonalds
@LiDLo i'll be your dutch best friend!!! ,0,
"Found a Starbucks here in Basel, finally breakfast. All other places only serve beer! Great gig last night! I'm in love in this country. ",1,starbucks
@nik_kee_dee Dont take any of their shit man... do it!... lol ,0,
"@jerilyn65 Yummy story, Jer. I shared it with my Facebook friends. ",1,facebook
@tommcfly it's actually law of humans' life... I suppose we should reconcile ourselves to it ,0,
a test in facebook said that my hair color should be brunette. what do you think?. ,1,facebook
@eddiecurry aaah so you got to experience the nice winter temperature we have ,0,
im aboit to run the apple blossom 10K ,1,apple
"@cubed2D Yeah, I meant anime more than Japanese games. (I like hand-drawn anime actually  )",0,
@tracytaylor950 Crispin Glover was Marty McFly ... according to some Google info ,1,google
"@SVargas22 I know, I can't figure out why either. We are just special lol. ",0,
"@JoshSemans no mate, I'm trying to learn it all from the ground up by using 'text mate' and the apple developer tools! ",1,apple
@skjekkeland  now that sounds very Green   Any pics of u riding the scooter ?,0,
"Managed to get through my Google Reader items, I had around 300!  Time to do some work.",1,google
@Rachellous yep  and some high waisted shorts as a treat :p,0,
@stuhelm For once I'll be fully on the side of the Apple community on this one ,1,apple
@pegbaron http://tinyurl.com/d5l5qy if you want to check it out ,0,
yay according to facebook im gonna survive the swine flu ,1,facebook
@knealemann I've spoken with them too. I think they could start by simply writing more interesting stories. ,0,
@toddkashdan Amazon has shipped ur book today  Europe under supplied? or they're just not curious enough (self-reinforcing cycle),1,amazon
"@MarkkB angry e-mail sounds like a plan, i sent one today aswell, made me feel powerful ",0,
"Last count for the day on the facebook group is 11,210.  Goodnight my fellow Aussie Ellen fans ",1,facebook
alfdlfmhlkfm. that is all. ,0,
@oudiantebi Like the Google Goats story but the quote from Amy Cook on it is good too  http://twurl.nl/os1dlo,1,google
"Away, installing teh new #ubuntu serer onto my old box. ",0,
@jamesingrey facebook and twitter- are you being serious?! I think he's dreadful- but we'll agree to disagree!  have fun!,1,facebook
"@eMxyzptlk Awwwwwwww sorry,I'll put another pic up very soon.  Thankyou!!",0,
In McDonalds with my nephews eating happy meal. Whoop whoop ,1,mcdonalds
"Watched an interview with Missoula's Mayor John Engen last week, he adopts rescue dogs and says a dog is the must have accessory in Msla ",0,
Going to deer camp for spring cleanup so i can use it to target practice!  it should take almost all day though. :/,1,target
A cup of tea cures emoness ,0,
you know what sounds good right now? Coffee  yeah i could use a dose of starbucks right about now.,1,starbucks
@gjarnling Thank you v much! You really are too kind! Please take your time!  x,0,
@MsV1959 have a great run! Don't be nervous  my good friend trained with TNT for Nike last year and loved it!,1,nike
@recr morning! Just tagged you in some pics on FB ,0,
@florencemildred im so lookinng forward to our starbucks runn... we should make it a regullaaar sunday thing haha ,1,starbucks
"Awake. Time to make 2 dozen cupcakes for the Derby party, and study the ponies for my bets  Baking first. I love Derby day.",0,
"@irmworm, you should live at disney ahaha jk ",1,disney
@jamesv simple and straightforward display  also shows up great on the mobile device!,0,
give me your pin and google messenger name ,1,google
"Dear loving friends, please follow @jesuswired - they are EVERYTHING Jesus ",0,
"@ashotbolt i'll have a wholewheat bagel w/ butter, chocolate chip cookie, hashbrown, apple juice ",1,apple
"PSA: Anyone that wants me to listen to their music, please email me the mp3 or link to tonicabrera813@gmail cuz I lose the links on here. ",0,
"Deleted an ex from my Facebook last nite. One simple click: poof, vanished! Magic ",1,facebook
@lostwarsmusic are you in a hotel in Bradley/Bourbonnais? and is there really 8 miles of it to walk through? ,0,
"drinking my coffee, daydreaming about starbucks from eileeninaysimon in Dohney ",1,starbucks
@HDmclachlan fair nuff... but I hope you get a chance someday to have a listen of the aforementioned track ,0,
totally wanna go back to Disney World in Florida again soon! ,1,disney
"Just watched x-men on star movies. The movie is not good, I just wanna see Hugh Jackman. He's too daaamnnn sexy ",0,
@InfoNinja target women : spot on. ,1,target
Saturday morning ... looking like a good day. Lots of errands and life admin - then the Derby and perhaps basketball ,0,
Just got back from the local Apple store to get this neat AKG headphone to stop bothering my gf ,1,apple
@NordstromSTL Are you the store manager?  Why are you getting tech support calls about guitar hero?  Or are the calls from YOUR kids?  ,0,
@kmillerheidke Loved you tonight! AWESOME! as always!!! Need to find that facebook song you did somwhere had me in hysterics! ,1,facebook
@timscholz i got my DVDs to clean my hard drive. Can i call u? When? I should know what i am doing before i do it ,0,
i'm sucking on a bunch of mini blowpops. sour apple and blue raspberry ,1,apple
@markarvinulf thx for the follow  ,0,
I'm in a Fiona Apple mood today. ,1,apple
@dannygokey hope you win  goodluck on rock week,0,
"@davidschneider whatever you do, don't put google into google - it's said someone did once and broke the whole Internet for a few hours ",1,google
I'm expecting Mr. Hot Stuff to take it all! ,0,
Get the freebies sent to your inbox! Join my FREEtastic Group on Facebook for daily freebie alerts! http://snipr.com/fs3w5 ,1,facebook
Great day... going to a party  Yippie!!!,0,
@BananaSiana Haha yey!! ps. i sent you a message on facebook with birthday ideas ,1,facebook
@hey__monday thanks for following ;) its a honor  will you come in Paris soon ?!,0,
